#Digilent WaveForms Logger
#Device Name: Discovery3
#Serial Number: SN:210415BB05B2
#Date Time: 2026-03-11 13:06:04.732

Time (s),C1 DC (V),C2 DC (V)
31.8,2.779107028702581,2.740910674986666
32,2.781061858367399,2.740729651600231
32.2,2.779734923630905,2.740673005818538
32.4,2.781021176343046,2.740481139505658
32.6,2.781597196824038,2.739858716629013
32.8,2.78084054036894,2.740278187151385
33,2.781457583513213,2.739946481123385
33.2,2.78116054634032,2.739819964107113
33.4,2.779106736726371,2.739460445729641
33.6,2.782155504079117,2.740883640605037
33.8,2.780971297066781,2.740752698896826
34,2.782356091763727,2.740550621756314
34.2,2.780035707832399,2.740460328866545
34.4,2.78144473655821,2.740280521054841
34.6,2.781683183830034,2.740698192526619
34.8,2.781054996925473,2.740198591319118
35,2.779724337308783,2.739873323161277
35.2,2.780650950456486,2.740644901731153
35.4,2.780830856489945,2.74049888689649
35.6,2.780303790693752,2.740238413546732
35.8,2.779299538377612,2.739056291448686
36,2.780081986068239,2.738753272983947
36.2,2.778778166118321,2.738536511700897
36.4,2.778496019734177,2.739161560218947
36.6,2.77913403650587,2.739760011962227
36.8,2.78180746838766,2.740956477841904
37,2.782863157186719,2.741048958766138
37.2,2.787559935826883,2.740793785322167
37.4,2.798392887363156,2.740447978627458
37.6,2.820554468785086,2.740977628841915
37.8,2.868910748249864,2.741256676173319
38,2.643033978608864,2.739590949830985
38.2,2.672086783512564,2.750025200062594
38.40000000000001,2.682632187104094,2.752772690654548
38.6,2.699870854279157,2.75484223091693
38.8,2.67825721495551,2.751188359195057
39,2.665123393233955,2.749045155105016
39.2,2.656053491628053,2.748778312143762
39.40000000000001,2.671454362952359,2.748520221320458
39.6,2.708852384406371,2.74861459854128
39.8,2.716201669963686,2.748329765074255
40,2.725294248391784,2.748254545310923
40.2,2.711934631702612,2.748418258913447
40.40000000000001,2.710739329592741,2.748429150462877
40.6,2.719637889801872,2.748811959251876
40.8,2.678701748797989,2.748010312039365
41,2.680753952542537,2.743954571317
41.2,2.748639842175116,2.739377640780133
41.40000000000001,2.751769146310457,2.73955020376653
41.6,2.775566719330825,2.740397021735447
41.8,2.778068177200644,2.740356664654925
42,2.777369429368697,2.740396389636578
42.2,2.776209505047933,2.740540897158613
42.40000000000001,2.774056472171283,2.739938944560132
42.6,2.777801213581624,2.739543493794109
42.8,2.780233619068012,2.740099740783351
43,2.778994277206911,2.740028751220043
43.2,2.778710330302558,2.739531532538957
43.40000000000001,2.777035797838976,2.739546848780353
43.6,2.779266107096805,2.740060210293619
43.8,2.779275255686043,2.739367332706542
44,2.778435580650154,2.74032116987329
44.2,2.779053159084213,2.739761859635808
44.40000000000001,2.776715694542187,2.739261042853566
44.6,2.776614865410101,2.738677810105678
44.8,2.776838957182981,2.739196957754607
45,2.776861098715332,2.739425777538819
45.2,2.776162253557995,2.738097494737124
45.40000000000001,2.77632741479078,2.73790509357138
45.6,2.776472380999548,2.737862159472463
45.8,2.775599712647261,2.737811008088504
46,2.777255461305365,2.739130344260265
46.2,2.776872291138299,2.739789137132351
46.40000000000001,2.778820989301803,2.739779120796745
46.6,2.779347909109873,2.739836787661194
46.8,2.777921167158196,2.739776008925476
47,2.778780842567289,2.739527594076876
47.2,2.778706096646926,2.740117731289119
47.40000000000001,2.778462150489028,2.739638648982773
47.6,2.779614872728937,2.739695537879396
47.8,2.779367422856004,2.740064100132722
48,2.778808385660294,2.739719897996657
48.2,2.779372240464165,2.739422617044528
48.40000000000001,2.77846015531795,2.740028362236126
48.6,2.778506141577513,2.73989970580839
48.8,2.779003717772346,2.73949807992282
49,2.77757181757357,2.739102191549904
49.2,2.777964233655251,2.739447998244574
49.40000000000001,2.777605978794952,2.739421741830763
49.6,2.778625121899958,2.738482588806585
49.8,2.776706448627617,2.738640467650468
50,2.778883326231461,2.738562476376804
50.2,2.777028790408974,2.738953162089938
50.40000000000001,2.777071856906042,2.738942659524397
50.6,2.777660383703128,2.738932789057707
50.8,2.777876835430699,2.739664321920749
51,2.777164851342061,2.738837779738069
51.2,2.777790215809518,2.739367673067479
51.40000000000001,2.778589646785398,2.740395028192909
51.6,2.780226514312596,2.740175933006427
51.8,2.77938445480397,2.740074505452273
52,2.780621509517804,2.74041608194696
52.2,2.778858459587365,2.740860544685455
52.40000000000001,2.779278418762067,2.740352239962992
52.6,2.778315821724413,2.740885877262521
52.8,2.776917644782652,2.740693281604797
53,2.778975882703112,2.740141799668455
53.2,2.780440289591215,2.740496115386164
53.40000000000001,2.780129188895509,2.740499032765458
53.6,2.77924041318676,2.73974921765876
53.8,2.781934818695926,2.740509292216047
54,2.78353188012753,2.740378301884836
54.2,2.787340077709771,2.740272109277789
54.40000000000001,2.779886945932375,2.740295691427278
54.6,2.777974258173181,2.739802848815148
54.8,2.77869952718126,2.739807856982968
55,2.780142814453893,2.739974147603876
55.2,2.77755916526934,2.739057312531449
55.40000000000001,2.778437673146632,2.739330476481229
55.6,2.780225249082161,2.739199826510924
55.8,2.779781201866725,2.739707450511575
56,2.778862839231147,2.73944634506298
56.2,2.778951551348819,2.739422860159493
56.40000000000001,2.779402362680729,2.739310832793831
56.6,2.777990949482219,2.739476831676798
56.8,2.778685074356847,2.739636315079309
57,2.779777795477151,2.740199466532909
57.2,2.77948328876504,2.739337186453645
57.40000000000001,2.780080526186976,2.739522780400987
57.6,2.778499377461079,2.7390992255476
57.8,2.778507066169018,2.739235321292591
58,2.780478246503857,2.739319001455907
58.2,2.778260054260441,2.739217573901753
58.40000000000001,2.777802770788278,2.739828959359997
58.6,2.776106826732962,2.739533817819398
58.8,2.777801894859547,2.739190296405182
59,2.778745610766264,2.739234786439725
59.2,2.779098220752339,2.739997194900455
59.40000000000001,2.779661588929102,2.739727434559866
59.6,2.778360591416262,2.739681242720771
59.8,2.778512711043186,2.740036385029242
60,2.778603077692976,2.74030502704106
