Time (s),C1 DC (V),C2 DC (V)
0,6.302477898,6.459009983
1,6.303748474,6.460568336
2,6.297805564,6.462029327
3,6.455893992,6.4656245
4,6.000927988,6.444291584
5,6.007535987,6.443775842
6,6.009896663,6.443627295
7,6.081211028,6.463006288
8,6.302380976,6.466741106
9,6.303924495,6.465406408
10,6.306087712,6.465006099
