Time (s),C1 DC (V),C2 DC (V)
0,4.217137532,4.263728131
1,4.307385766,4.258647488
2,4.040532447,4.274040747
3,4.059593319,4.275113401
4,4.055467427,4.280879475
5,4.035729769,4.288632853
6,4.068143667,4.266191676
7,4.21345559,4.262475218
8,4.208231801,4.263611297
9,4.208212305,4.26613604
10,4.199582255,4.258493458
