Time (s),C1 DC (V),C2 DC (V)
0,2.673094397,2.714222629
1,2.669401872,2.721111986
2,2.61318681,2.730528312
3,2.603598165,2.73379746
4,2.601080408,2.732791012
5,2.609234154,2.739364358
6,2.590933066,2.722636402
7,2.665179058,2.718033112
8,2.661241998,2.714528625
9,2.662093691,2.70939791
10,2.659814341,2.715287495
